Source,Indicator,Type,Location,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
"EDGAR, Global GHG and CO2 Emissions",Fossil CO2 Emissions,All Type,China,905.9,909.7,970.7,1011.2,1029.3,1179.7,1227.1,1379.5,1555.8,1593.6,1559.6,1546.1,1616.6,1701.8,1856.0,1871.3,1977.3,2115.9,2276.3,2355.4,2397.5,2532.7,2665.3,2890.3,3071.0,3382.9,3366.8,3426.1,3504.4,3435.8,3672.1,3845.8,4148.3,4814.4,5557.3,6264.8,6966.0,7639.9,7807.3,8366.1,9126.9,10026.7,10259.1,10718.6,10836.5,10820.8,10966.7,11087.0,11255.9
