Source,Indicator,Type,Location,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
"EDGAR, Global GHG and CO2 Emissions",Fossil CO2 Emissions,All Type,United States,4688.5,4559.4,4807.0,4994.6,4827.4,4612.5,4907.3,5071.4,5066.2,5105.1,4877.4,4808.0,4562.2,4541.5,4751.8,4777.2,4736.6,4893.1,5114.1,5171.4,5063.9,5022.3,5103.5,5222.5,5305.7,5357.6,5505.1,5679.0,5693.0,5712.3,5915.6,5858.2,5778.7,5854.5,5937.6,5946.6,5841.2,5919.5,5730.6,5314.8,5555.4,5425.1,5244.1,5316.5,5389.3,5225.4,5161.1,5128.4,5275.5
