Source,Indicator,Type,Location,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
"EDGAR, Global GHG and CO2 Emissions",Fossil CO2 Emissions,All Type,Canada,361.6,369.2,387.9,407.0,415.2,404.5,417.1,431.6,434.4,450.1,454.8,435.0,415.1,410.8,430.5,431.0,420.9,433.0,464.6,480.3,454.7,447.7,460.1,459.2,476.3,488.6,502.3,518.9,525.0,536.2,557.7,547.7,554.5,574.1,566.8,579.6,573.1,605.4,584.8,549.7,565.9,576.2,577.5,591.4,595.3,589.8,587.3,595.0,594.2
