Source,Indicator,Type,Location,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
"EDGAR, Global GHG and CO2 Emissions",Fossil CO2 Emissions,All Type,Japan,857.8,855.6,901.5,1015.4,1013.9,958.2,988.6,1013.5,1013.5,1039.2,1013.1,990.7,948.1,950.0,1018.0,991.6,988.0,994.3,1066.6,1096.6,1149.4,1153.4,1161.2,1150.1,1206.4,1221.0,1233.3,1226.6,1187.8,1227.7,1241.5,1229.1,1268.4,1272.1,1270.3,1276.9,1259.8,1300.2,1213.5,1146.2,1197.4,1249.8,1289.3,1313.5,1273.3,1227.7,1219.5,1219.7,1198.5
