Source,Indicator,Type,Location,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
"EDGAR, Global GHG and CO2 Emissions",Fossil CO2 Emissions,All Type,United Kingdom,682.0,673.2,651.6,682.9,639.3,618.4,624.0,634.0,631.8,664.2,607.1,587.4,573.9,565.6,549.5,576.9,590.9,596.6,597.2,582.8,584.2,592.3,578.8,563.0,556.8,547.7,567.0,543.4,546.2,542.1,549.2,562.2,546.9,560.0,560.0,558.5,559.0,549.2,534.6,483.3,500.6,460.9,484.5,469.0,430.0,413.0,390.4,379.4,372.0
