Source,Indicator,Type,Location,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
"EDGAR, Global GHG and CO2 Emissions",Fossil CO2 Emissions,All Type,Mexico,121.3,121.8,134.0,144.0,159.0,167.4,178.5,184.6,206.5,218.6,241.9,260.0,277.8,262.1,266.1,275.1,270.7,282.3,281.1,294.4,290.5,308.4,312.3,320.3,345.7,326.1,341.8,361.3,383.7,372.8,397.1,395.0,401.2,421.2,431.4,448.6,465.1,472.3,474.1,464.3,479.2,488.5,503.4,491.9,479.3,487.7,496.4,507.4,495.8
